store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
f6e4d870-a273-49cf-be4d-1bf529e26ff3,717.9733639333333,0.0,42.24880272666667,0.0,0.0,20.583882394444444
7fa112c6-fd3a-4ff6-aadb-4b55f2e74048,730.09294835,0.0,42.25148910888889,0.0,0.0,22.040938723611113
273c2570-da54-4526-ab33-175e4d7a1609,717.4940763833333,0.0,42.24681803027777,0.0,0.0,20.52594482944444
bad3c0e6-ad67-40b4-aca8-ce1046b25d68,698.75999385,0.0,21.026200126944442,0.0,0.0,39.471354714166665
0df89218-fde7-4fc6-83da-1c2fc7b480a0,728.3730527,0.0,21.053639006944444,0.0,0.0,43.03187893472222
1e9bbb65-4c00-4f13-80d4-4f93b7ade7fd,555.7583274333333,21.229032025833337,21.059060156944444,0.0,22.6529622375,22.905528897222222
835d6a6d-5de1-4cd2-945f-4a5d62c7bb20,711.8063062666666,0.0,42.232373781111114,0.0,0.0,19.840699131944447
652917e6-645f-4af4-b52e-13ce1bccdbc9,0.0,0.0,0.0,0.0,0.0,0.0
19d54cc6-cad3-4afe-8078-99bbdef99d26,0.0,0.0,0.0,0.0,0.0,0.0
d426c21e-2b3c-4523-9bea-c47dceb93932,542.0992517999999,21.23749222,21.049480631666665,0.0,21.06743088722222,21.277948270833335
92bf8627-199f-4a22-8f9a-88d64fb9be4b,0.0,0.0,0.0,0.0,0.0,0.0
53c97a31-dd61-4db3-a847-006e66da7881,0.0,0.0,0.0,0.0,0.0,0.0
434429c4-97e6-43a5-804f-c7821beb6e83,726.94259155,0.0,42.23238844222223,0.0,0.0,21.59657821611111
442ec7cc-3be2-40d7-b29e-80ce804771f4,729.1280139833333,0.0,42.25369638388889,0.0,0.0,21.92439748138889
07398401-da5a-4a44-bf09-16d0d43b3883,0.0,0.0,0.0,0.0,0.0,0.0
cbd51f2a-e843-4aad-81e1-3f6480c701f1,727.3827067666666,0.0,42.25042273083333,0.0,0.0,21.71589649638889
5092a34d-282c-48e6-9391-9ec0a13fd4c4,520.8092228166666,0.0,0.0,0.0,39.81911820638889,39.703775998055555
6b4f656b-3c1d-43d5-a3da-dd6e80eb6733,0.0,0.0,0.0,0.0,0.0,0.0
a869381b-f99f-4134-a95d-aeb252a707a9,715.41521375,0.0,42.24390047694444,0.0,0.0,20.21756473916667
9543c361-0f93-4913-b20e-dce69937b475,0.0,0.0,0.0,0.0,0.0,0.0
867fd2b2-ea99-4978-875b-8e47439981fc,531.8293725999999,13.955947181944444,13.948142887777777,0.0,41.0715050336111,41.04510765444444
f4e032e1-f494-4ebd-ba69-3c118a587efe,0.0,0.0,0.0,0.0,0.0,0.0
dba248bf-5da2-4a15-b210-68dd0fea085e,0.0,0.0,0.0,0.0,0.0,0.0
9bdcceec-9de9-4885-a407-3d4a3ac76a9d,0.0,0.0,0.0,0.0,0.0,0.0
a9fd3d14-49f9-4829-aa35-f43058273e2a,0.0,0.0,0.0,0.0,0.0,0.0
01dd1a67-9582-4c07-9c47-22990be20152,537.0821409333333,21.259100424722224,21.03720033722222,0.0,20.45670671138889,20.61855811166667
f91272e9-f302-484e-a347-01726fe8ed98,0.0,0.0,0.0,0.0,0.0,0.0
54a4d6db-6e8c-4f8b-b37d-bcdc7cfbf850,657.01062975,21.26037449861111,21.036073801944443,0.0,34.449584110277776,34.61148123611111
a94e93ac-a4eb-4efb-a79e-0176af88cc1a,722.1097929,0.0,42.23308320583333,0.0,0.0,21.02431947777778
0546fd35-fb37-4527-97da-072a5c414bfa,659.807545,21.247082745,21.038138286666666,0.0,34.786034935555556,34.94111437833333
d25ebc4b-8024-4292-bd18-ed05d66cbfb9,726.80568475,0.0,42.23176582916666,0.0,0.0,21.58374803083333
6f450746-b8e9-4771-8687-e38333990030,0.0,0.0,0.0,0.0,0.0,0.0
b0638033-12bd-4a5d-9d2c-fa1fa78b6490,722.5513290166667,0.0,42.23108536694444,0.0,0.0,21.07838291222222
5b80881a-d126-4923-976e-a1ba64ac99ae,715.4893996666667,0.0,42.22509704,0.0,0.0,20.23378020805556
601e5f42-f913-4a97-a561-c6ea8437c903,0.0,0.0,0.0,0.0,0.0,0.0
805418a4-3f52-4cbc-89be-571708e06a03,520.2654463166667,0.0,0.0,0.0,39.75464758416667,39.63851861083334
3a02139a-8a00-4aba-9320-bea6ca5b9f86,0.0,0.0,0.0,0.0,0.0,0.0
c3a922ce-4d09-4504-a427-13c721a64e17,557.2816558666667,21.091912516111112,20.999723991944443,0.0,36.92254670416667,36.99289166027778
834a2b88-eea2-460d-9cd0-5e177c967f2e,726.9770280166666,0.0,42.23810636305556,0.0,0.0,21.59649716388889
c9e98ad7-0d7c-411f-ab47-a7198c06566c,0.0,0.0,0.0,0.0,0.0,0.0
61e0646a-3c5a-4724-b223-b0ab7ff6fba1,0.0,0.0,0.0,0.0,0.0,0.0
79eb22f0-cad2-4f5a-905d-6343d6ff430f,722.8153149000001,0.0,42.233465172500004,0.0,0.0,21.107443324722222
6b557106-3542-422f-b175-4134b532d83c,0.0,0.0,0.0,0.0,0.0,0.0
a7acb6ac-60e9-400b-8223-c8f9d5fe34c5,0.0,0.0,0.0,0.0,0.0,0.0
e4387415-9b0c-4cee-8a6a-0ce1a18c905d,0.0,0.0,0.0,0.0,0.0,0.0
0fa45136-e56d-4896-94ef-fc09a7060d0b,0.0,0.0,0.0,0.0,0.0,0.0
a4db7589-6b17-4c9b-80c5-fa27de6e37a1,701.13064415,0.0,21.028964362777778,0.0,0.0,39.753485813611114
3ec674db-53b8-4eb0-92e8-6298000ad36f,0.0,0.0,0.0,0.0,0.0,0.0
